semester_raw,problem_name,total_rows,total_students,exam_rows,exam_students,midterm_n,midterm,exam_ratio,student_ratio,looks_midtermish,obvious_false_positive
F22,midterm_2_practice_q38_get_from_lines_ac,5466,134,0.0,0.0,0.0,,0.0,0.0,True,False
F22,midterm_2_practice_q39_loop_two_lists_ac,27,4,0.0,0.0,0.0,,0.0,0.0,True,False
F22,midterm_2_practice_q3_unit_test_mc,872,144,0.0,0.0,0.0,,0.0,0.0,True,False
F22,midterm_2_practice_q4_split_mc,568,143,0.0,0.0,0.0,,0.0,0.0,True,False
F22,midterm_2_practice_q5_file_mc,460,143,0.0,0.0,0.0,,0.0,0.0,True,False
F22,midterm_2_practice_q6_regex_dig_mc,557,143,0.0,0.0,0.0,,0.0,0.0,True,False
F22,midterm_2_practice_q7_errors_mc,618,144,0.0,0.0,0.0,,0.0,0.0,True,False
F22,midterm_2_practice_q8_split2_mc,705,144,0.0,0.0,0.0,,0.0,0.0,True,False
F22,midterm_2_practice_q9_regex_dig_space_dash_mc,518,143,0.0,0.0,0.0,,0.0,0.0,True,False
F22,mult_class_item_order_line_order_practice_pp,2937,143,1.0,1.0,1.0,mid1,0.00034048348655090226,0.006993006993006993,False,False
F22,mult_class_item_order_line_order_practice_sq,3023,144,1.0,1.0,1.0,mid1,0.0003307972213033411,0.006944444444444444,False,False
F22,mult_class_point_and_triangle_practice_pp,2798,144,1.0,1.0,1.0,mid1,0.00035739814152966406,0.006944444444444444,False,False
F22,mult_class_point_and_triangle_practice_sq,2876,145,1.0,1.0,1.0,mid1,0.0003477051460361613,0.006896551724137931,False,False
F22,network/Exercises.html,641,84,13.0,4.0,1.0,mid2,0.0202808112324493,0.047619047619047616,False,False
F22,network/beautifulSoup.html,2020,128,9.0,3.0,1.0,mid2,0.004455445544554455,0.0234375,False,False
F22,network/bonusforunixlinux.html,65,40,3.0,2.0,1.0,mid2,0.046153846153846156,0.05,False,False
F22,network/glossary.html,83,37,2.0,1.0,1.0,mid2,0.024096385542168676,0.02702702702702703,False,False
F22,network/mixedupcode.html,54,23,3.0,2.0,1.0,mid2,0.05555555555555555,0.08695652173913043,False,False
F22,network/parsinghtmlusingbeautifulsoup.html,930,80,6.0,2.0,1.0,mid2,0.0064516129032258064,0.025,False,False
F22,network/writecode.html,48,26,6.0,2.0,1.0,mid2,0.125,0.07692307692307693,False,False
F22,no params,127497,158,304.0,39.0,2.0,mid1,0.002384369828309686,0.2468354430379747,False,False
F22,obj_mixedupcode_2_v2,1605,139,1.0,1.0,1.0,mid1,0.0006230529595015577,0.007194244604316547,False,False
F22,obj_mixedupcode_2_v2_sq,1616,140,1.0,1.0,1.0,mid1,0.0006188118811881188,0.007142857142857143,False,False
F22,obj_mixedupcode_5_v3,2313,142,3.0,1.0,1.0,mid1,0.0012970168612191958,0.007042253521126761,False,False
F22,obj_mixedupcode_5_v3_sq,2349,142,3.0,1.0,1.0,mid1,0.001277139208173691,0.007042253521126761,False,False
F22,objects/Exercises.html,857,90,1.0,1.0,1.0,mid1,0.0011668611435239206,0.011111111111111112,False,False
F22,objects/inheritance.html,155,35,5.0,1.0,1.0,mid1,0.03225806451612903,0.02857142857142857,False,False
F22,pi_html_false,754,142,9.0,1.0,1.0,mid2,0.011936339522546418,0.007042253521126761,False,False
F22,pi_soup_find,611,139,4.0,1.0,1.0,mid2,0.006546644844517185,0.007194244604316547,False,False
F22,pictures/exam9t11.html,31,15,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q10_midw21_constructor_default,459,145,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q13_midw21_arg_defaults,18,7,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q15_midw21_keyword_pass,2,2,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q16_midw21_function_fitb,12,10,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q17_midw21_init_method_fitb,2,1,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q18_midw21_git_fitb,10,5,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q19_midw21_self_fitb,6,4,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q20_midw21_continue_keyword,16,9,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q24_midw21_cat_fix_errors_write,1,1,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q26_midw21_actual_grade_ac,9,2,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q29_mid1w21_class_car_test_pp,25,2,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q29_midw21_class_car_test_pp,36,3,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q2_midw21_import_unit_test_mc,4,2,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q3_midw21_flight_and_airport,576,146,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q4_midw21_git_clone,3,3,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q5_midf21_tuple_not_error,34,18,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q5_midw21_tuple_not_error,1,1,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q8_midw21_cnd-lt30-gte15-and,4,2,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q9_midw21_class_attribute_code,61,44,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q_mid1_f22_cd_p_mc,387,145,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q_mid1p_f22_flow_append,430,145,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q_mid_1_two_lists_to_one_pp,198,10,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q_midf21_arg_defaults,11,6,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q_midf21_classify_team,49,10,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q_midf21_classify_team1,20,5,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q_midf21_create_dog,16,5,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q_midf21_several_ifs,162,52,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q_midf22_create_car_class,676,145,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q_midw22_method_on_print_obj,2,1,0.0,0.0,0.0,,0.0,0.0,True,False
F22,q_midw22_method_on_print_object,3,2,0.0,0.0,0.0,,0.0,0.0,True,False
F22,regex/Exercises.html,329,69,1.0,1.0,1.0,mid2,0.00303951367781155,0.014492753623188406,False,False
F22,regex/extractingdata.html,1002,122,4.0,1.0,1.0,mid2,0.003992015968063872,0.00819672131147541,False,False
F22,regex/regex-group.html,1399,132,4.0,1.0,1.0,mid2,0.0028591851322373124,0.007575757575757576,False,False
F22,search.html,845,59,3.0,1.0,1.0,mid2,0.0035502958579881655,0.01694915254237288,False,False
F22,searchindex.js,854,59,3.0,1.0,1.0,mid2,0.00351288056206089,0.01694915254237288,False,False
F22,strings/traversal.html,210,57,3.0,1.0,1.0,mid1,0.014285714285714285,0.017543859649122806,False,False
F22,tuple_mid,7,4,0.0,0.0,0.0,,0.0,0.0,True,False
F22,tuples/Exercises.html,125,41,10.0,2.0,2.0,mid1,0.08,0.04878048780487805,False,False
F22,turtles/names4turtles.html,1618,145,5.0,1.0,1.0,mid1,0.0030902348578491965,0.006896551724137931,False,False
F22,unittest-car,5342,141,5.0,1.0,1.0,mid1,0.0009359790340696368,0.0070921985815602835,False,False
F22,ut_is_descending_ac,4516,145,2.0,1.0,1.0,mid1,0.0004428697962798937,0.006896551724137931,False,False
F22,var-debug-midtermPrac,21,11,0.0,0.0,0.0,,0.0,0.0,True,False
F22,variables/values-and-types.html,294,86,5.0,1.0,1.0,mid2,0.017006802721088437,0.011627906976744186,False,False
F22,web/parsingJSON.html,1252,141,8.0,1.0,1.0,mid2,0.006389776357827476,0.0070921985815602835,False,False
F23,/runestone/assignments/practice,33307,145,14.0,3.0,2.0,mid1,0.0004203320623292401,0.020689655172413793,False,False
F23,Mid1-Fall23-NoSQ,275,53,0.0,0.0,0.0,,0.0,0.0,True,False
F23,Mid1-Fall23-Practice,2085,105,35.0,8.0,2.0,mid1,0.016786570743405275,0.0761904761904762,True,False
F23,Mid1-Fall23-Practice-Timed,504,80,0.0,0.0,0.0,,0.0,0.0,True,False
F23,Mid1-Fall23-Practice-Timed-One-And-Half,510,98,0.0,0.0,0.0,,0.0,0.0,True,False
F23,Mid1-Fall23-Practice-Timed-One-Seven-Five,316,80,0.0,0.0,0.0,,0.0,0.0,True,False
F23,Mid1-Fall23-Timed,3377,148,378.0,143.0,1.0,mid1,0.11193366893692627,0.9662162162162162,True,False
F23,Mid1-Fall23-Timed-120-Minutes,159,14,30.0,14.0,1.0,mid1,0.18867924528301888,1.0,True,False
F23,Mid1-Fall23-Timed-120-Minutes-With-Pause,5,1,2.0,1.0,1.0,mid1,0.4,1.0,True,False
F23,Mid1-PI-Not-Timed,295,41,10.0,2.0,1.0,mid1,0.03389830508474576,0.04878048780487805,True,False
F23,Mid1-PI-NotTimed,1193,123,8.0,2.0,1.0,mid1,0.006705783738474434,0.016260162601626018,True,False
F23,Mid1-PI-Timed,764,114,4.0,1.0,1.0,mid1,0.005235602094240838,0.008771929824561403,True,False
F23,Mid1-Win23-Practice,3077,109,24.0,3.0,1.0,mid1,0.007799805004874878,0.027522935779816515,True,False
F23,Mid1-Win23-Practice-Timed,830,68,0.0,0.0,0.0,,0.0,0.0,True,False
F23,Mid2-Fall23-NoSQ-Final,232,51,2.0,1.0,1.0,mid2,0.008620689655172414,0.0196078431372549,True,False
F23,Mid2-Fall23-PI-NotTimed,1187,119,30.0,6.0,1.0,mid2,0.02527379949452401,0.05042016806722689,True,False
F23,Mid2-Fall23-PI-Timed,440,81,0.0,0.0,0.0,,0.0,0.0,True,False
F23,Mid2-Fall23-Practice,5698,135,114.0,24.0,1.0,mid2,0.020007020007020006,0.17777777777777778,True,False
F23,Mid2-Fall23-Practice-Timed,755,93,5.0,1.0,1.0,mid2,0.006622516556291391,0.010752688172043012,True,False
F23,Mid2-Fall23-Practice-Timed-120-Min,190,45,0.0,0.0,0.0,,0.0,0.0,True,False
F23,Mid2-Fall23-Practice-Timed-160-Min,239,41,4.0,1.0,1.0,mid2,0.016736401673640166,0.024390243902439025,True,False
F23,Mid2-Fall23-Timed,64,1,2.0,1.0,1.0,mid2,0.03125,1.0,True,False
F23,Mid2-Fall23-Timed-120-Th,93,10,20.0,10.0,1.0,mid2,0.21505376344086022,1.0,True,False
F23,Mid2-Fall23-Timed-120-Wed,46,4,10.0,4.0,1.0,mid2,0.21739130434782608,1.0,True,False
F23,Mid2-Fall23-Timed-120-With-Pause,6,1,2.0,1.0,1.0,mid2,0.3333333333333333,1.0,True,False
F23,Mid2-Fall23-Timed-Monday,492,57,111.0,56.0,1.0,mid2,0.22560975609756098,0.9824561403508771,True,False
F23,Mid2-Fall23-Timed-Thurs,2406,133,257.0,125.0,1.0,mid2,0.10681629260182876,0.9398496240601504,True,False
F23,Practice-CSV-Read-Write,2298,141,14.0,3.0,2.0,mid2,0.006092254134029591,0.02127659574468085,False,False
F23,Practice-FuncCondStrings,1754,136,5.0,1.0,1.0,mid1,0.0028506271379703536,0.007352941176470588,False,False
F23,Practice-HTML,1062,139,11.0,2.0,1.0,mid2,0.010357815442561206,0.014388489208633094,False,False
F23,Practice-More-Regex,1501,131,5.0,1.0,1.0,mid2,0.0033311125916055963,0.007633587786259542,False,False
F23,Practice-Regex-Adv,1544,137,15.0,3.0,1.0,mid2,0.009715025906735751,0.021897810218978103,False,False
F23,Practice-Regex-MCQs,1136,137,10.0,2.0,1.0,mid2,0.008802816901408451,0.014598540145985401,False,False
F23,Practice-Regex-Micro,1287,134,16.0,3.0,1.0,mid2,0.012432012432012432,0.022388059701492536,False,False
F23,Practice-Soup,1707,137,16.0,3.0,1.0,mid2,0.009373169302870533,0.021897810218978103,False,False
F23,Practice-UnitTest,2202,142,4.0,1.0,1.0,mid1,0.0018165304268846503,0.007042253521126761,False,False
F23,Reading-BS,1721,139,4.0,1.0,1.0,mid2,0.002324230098779779,0.007194244604316547,False,False
F23,Reading-Debugging,1206,137,5.0,1.0,1.0,mid2,0.0041459369817578775,0.0072992700729927005,False,False
F23,Reading-Files,1015,138,3.0,1.0,1.0,mid2,0.002955665024630542,0.007246376811594203,False,False
F23,Reading-Regex-v2,1398,136,5.0,1.0,1.0,mid2,0.00357653791130186,0.007352941176470588,False,False
F23,bsoup/example1.html,1000,140,11.0,2.0,1.0,mid2,0.011,0.014285714285714285,True,True
F23,chp13_classesmid1,346,140,0.0,0.0,0.0,,0.0,0.0,True,False
F23,classes-basics/Glossary.html,579,21,4.0,1.0,1.0,mid1,0.0069084628670120895,0.047619047619047616,False,False
F23,classes-basics/class-timed-intro.html,6,4,0.0,0.0,0.0,,0.0,0.0,True,False
F23,database/multTables.html,330,124,5.0,1.0,1.0,mid1,0.015151515151515152,0.008064516129032258,False,False
F23,database/toctree.html,55,21,5.0,1.0,1.0,mid1,0.09090909090909091,0.047619047619047616,False,False
F23,debugging/HowtoAvoidDebugging.html,406,141,5.0,1.0,1.0,mid2,0.012315270935960592,0.0070921985815602835,False,False
F23,debugging/KnowyourerrorMessages.html,621,140,5.0,1.0,1.0,mid1,0.008051529790660225,0.007142857142857143,False,False
F23,dictionaries/Exercises.html,241,48,5.0,1.0,1.0,mid2,0.02074688796680498,0.020833333333333332,False,False
F23,files/Exercises.html,324,63,10.0,2.0,1.0,mid2,0.030864197530864196,0.031746031746031744,False,False
F23,files/csv-file-group.html,2105,140,6.0,2.0,2.0,mid1,0.0028503562945368173,0.014285714285714285,False,False
F23,files/csv-reader-file-group.html,2135,142,5.0,1.0,1.0,mid2,0.00234192037470726,0.007042253521126761,False,False
F23,files/readingFiles.html,472,144,5.0,1.0,1.0,mid2,0.01059322033898305,0.006944444444444444,False,False
F23,files/searching.html,575,144,5.0,1.0,1.0,mid2,0.008695652173913044,0.006944444444444444,False,False
F23,files/writeCode.html,128,22,5.0,1.0,1.0,mid1,0.0390625,0.045454545454545456,False,False
F23,functions/func-string.html,130,19,5.0,1.0,1.0,mid1,0.038461538461538464,0.05263157894736842,False,False
F23,functions/func_Str_Cond.html,1418,122,5.0,1.0,1.0,mid1,0.003526093088857546,0.00819672131147541,False,False
F23,functions/glossary.html,245,33,1.0,1.0,1.0,mid1,0.004081632653061225,0.030303030303030304,False,False
F23,functions/system-fl-ps-N.html,66,7,5.0,1.0,1.0,mid1,0.07575757575757576,0.14285714285714285,False,False
F23,functions/system-fl-ps-P.html,66,7,5.0,1.0,1.0,mid1,0.07575757575757576,0.14285714285714285,False,False
F23,inheritance/Exercises.html,299,40,5.0,1.0,1.0,mid1,0.016722408026755852,0.025,False,False
F23,list_mid,1,1,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1_f23__tuple,7,2,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1_w23_class_attribute,6,3,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1f23_assert,2,2,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1f23_count_to_dict,21,4,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1f23_dict_avg_grade_ac_v2,31,6,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1f23_git,2,2,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1f23_less_descend_dict,73,5,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1f23_most_frequent_words,44,2,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1f23_object_attributes_and_methods,2,2,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1f23_transform_string,32,3,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1f23_tuple_index,2,2,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid1f23_turtle,2,2,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid2_fa22_nested_dict_mc,386,136,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid2_regex_slash_b_mc,876,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid2_win22_get_dogs_try_except_ac,6717,123,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q1,598,140,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q10,542,138,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q12,56,34,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q13,417,136,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q14,544,137,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q15,389,137,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q16,750,135,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q17,543,136,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q18,990,137,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q19,531,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q20,432,138,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q4,642,139,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q5,666,139,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q6,477,139,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q7,457,138,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall20_q9,58,34,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall22_q12,487,136,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_fall22_q9,767,138,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1_two_lists_to_one_pp,12,1,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1p_fall21_q11,564,137,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1p_fall21_q2,562,140,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1p_fall21_q3,502,139,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1p_fall21_q8,53,35,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_1p_fall21_q8_v2,433,138,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_create_list_from_two_lists_pp,210,12,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_fall20_q21,3586,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_fall20_q22,3573,130,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_fall20_q23,5087,131,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_fall20_q24,8285,130,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_fall20_q25,5087,127,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_fall20_q26,4347,135,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_fall20_q27,2661,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_fall20_q28,6369,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_fall20_q29,3632,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_fall20_q30,2397,130,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2_fall20_q31,2621,129,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q1,380,136,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q10,408,134,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q11,633,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q12,355,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q13,548,131,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q14,544,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q15,314,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q16_mc,452,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q17_v2,370,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q18,382,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q19,449,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q20,422,134,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q21,310,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q22_v2,361,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q23,496,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q24,442,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q25,333,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q26_v2,500,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q27,1640,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q30,426,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q31,509,131,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q32,2544,129,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q33,6446,126,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q34,6019,131,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q35,2722,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q36,4894,131,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q37,5188,128,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q38,3462,122,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q3_v2,776,135,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q4,412,136,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q5,429,136,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q6,390,135,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q7,511,135,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q8,613,134,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_20_q9_mc,357,135,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_22_q2,387,136,0.0,0.0,0.0,,0.0,0.0,True,False
F23,mid_2p_fall_22_q39,4520,123,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midf23_class_food_which_method,2,2,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q10_regex_b,409,134,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q11_regex_mc,633,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q12_continue_mc,355,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q13_regex_mc,547,131,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q14_strip_mc,544,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q15_str,315,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q16_sorted_mc,452,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q17_regex_mc,370,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q18_links_mc,382,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q19_step_into_mc,449,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q1_split_mc,381,136,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q20_soup_link,421,134,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q21_git_clone,309,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q22_html_false_mc,361,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q23_strings_mc,496,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q24_sorted_mc,442,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q25_dict,333,133,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q26_nested_dict_fitb,500,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q27_findall_regex_fib,1640,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q30_soup_fitb,426,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q31_soup_fitb,509,131,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q32_writecode,3905,129,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q33_writecode,9734,126,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q34_sumnums_pp,6018,131,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q35,2722,132,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q36_pp,4894,131,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q37_csvfile_pp,5188,128,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q38_get_from_lines_ac,5454,123,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q3_unit_test_mc,776,135,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q4_split_mc,412,136,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q5_file_mc,428,136,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q6_regex_dig_mc,391,135,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q7_errors_mc,510,135,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q8_split2_mc,613,134,0.0,0.0,0.0,,0.0,0.0,True,False
F23,midterm_2_practice_q9_regex_dig_space_dash_mc,357,135,0.0,0.0,0.0,,0.0,0.0,True,False
F23,network/Exercises.html,359,64,10.0,2.0,1.0,mid2,0.027855153203342618,0.03125,False,False
F23,network/beautifulSoup.html,2511,138,10.0,2.0,1.0,mid2,0.00398247710075667,0.014492753623188406,False,False
F23,network/html.html,1481,143,5.0,1.0,1.0,mid2,0.00337609723160027,0.006993006993006993,False,False
F23,network/html2.html,887,135,10.0,2.0,1.0,mid2,0.011273957158962795,0.014814814814814815,False,False
F23,network/parsinghtmlusingbeautifulsoup.html,321,35,5.0,1.0,1.0,mid2,0.01557632398753894,0.02857142857142857,False,False
F23,no params,60431,153,50.0,8.0,2.0,mid1,0.0008273899157717066,0.05228758169934641,False,False
F23,objects/Exercises.html,367,63,8.0,1.0,1.0,mid1,0.021798365122615803,0.015873015873015872,False,False
F23,pictures/exam9t11.html,20,8,0.0,0.0,0.0,,0.0,0.0,True,False
F23,q10_midw21_constructor_default,502,139,0.0,0.0,0.0,,0.0,0.0,True,False
F23,q3_midw21_flight_and_airport,562,140,0.0,0.0,0.0,,0.0,0.0,True,False
F23,q9_midw21_class_attribute_code,53,35,0.0,0.0,0.0,,0.0,0.0,True,False
F23,q_mid1_f22_cd_p_mc,433,138,0.0,0.0,0.0,,0.0,0.0,True,False
F23,q_mid1_f23_dict_max_mc,6,3,0.0,0.0,0.0,,0.0,0.0,True,False
F23,q_mid1_f23_str_slice_methods,3,2,0.0,0.0,0.0,,0.0,0.0,True,False
