semester_raw,midterm,problem_name,item_family,score_source,key_confidence,n_events
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,7
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,3
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,2
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,4
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,4
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,11
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,5
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,2
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,2
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,3
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,10
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,4
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,3
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,2
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,2
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,3
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,3
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,5
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,3
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,3
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,2
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,4
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,4
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,2
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,4
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,3
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,3
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,2
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,3
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,3
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,4
F22,mid1,q_midf21_several_ifs_fitb,fillb,fillb_low_confidence_key,0.6442307692307693,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,11
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,9
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,10
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,11
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,16
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,7
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,8
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,10
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,9
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,9
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,8
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,18
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,7
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,8
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,10
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,8
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,7
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,7
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,13
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,7
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,6
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,9
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,5
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,4
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,7
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,1
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,2
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,beautifulsoup_fill,fillb,fillb_low_confidence_key,0.61,3
F23,mid2,file-open-fitb-object,fillb,fillb_low_confidence_key,0.5,1
F23,mid2,listPars_fill1,fillb,fillb_low_confidence_key,0.6,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,20
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,9
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,7
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,10
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,12
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,11
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,16
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,13
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,7
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,6
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,6
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,12
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,7
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,6
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,8
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,6
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,7
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,7
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,7
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,11
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,7
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,6
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,14
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,6
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,15
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,10
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,7
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,10
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,11
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,6
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,12
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,7
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,6
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,6
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,12
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,5
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,1
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,3
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,4
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
F23,mid2,mid2_find_carrot_fib,fillb,fillb_low_confidence_key,0.25773195876288657,2
